key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
22489522,[Single-segment pedicle screw fixation for the treatment of thoracolumbar fractures through the gap of paravertebral muscles].,2012,1,1,Zhongguo gu shang = China journal of orthopaedics and traumatology,1003-0034,25,1,42-6,"Wang, Ren-Yan and Hua, Yong-Jun and Chen, Jin-Hong and Chai, Jun-Lei and Shao, Li-Fang and Zhao, Jian-Feng",https://www.ncbi.nlm.nih.gov/pubmed/22489522,chi,,,"Objective: 
To compare the clinical effect of thoracolumbar fractures between single-segment pedicle screw fixation approach for the gap of paravertebral muscles and double-segment pedicle screw fixation approach for the stripping of paravertebral muscles.
Methods: 
From September 2008 to January 2010, 65 patients with incomplete compressed thoracolumbar fractures or burst thoracolumbar fractures with unilateral endplate injury were randomly divided into two groups. Thirty patients were treated with single-segment pedicle screw fixation through the gap of paravertebral muscles (treatment group). Thirty-five patients were treated with double-segment pedicle screw fixation through the stripping of the paravertebral muscles (control group). All the internal fixations were taken out during 10-12 months after operation. Operative time, perioperative blood loss volume and postoperative drainage volume were compared between two groups. At final follow-up, the change of neurological ASIA grade were recorded; and postoperative 5 days and final follow-up, compared Denis classification of lumbar and back pain between two groups; and analyzed the sagittal index and compressibility of anterior border of vertebral body by X -ray lateral projection.
Results: 
All patients were follow-up from 14 to 22 months with an average of 18.3 months. No postoperative infection, secondary spinal cord injury was found. One case of control group occurred internal fixation breakage at the 11th month after operation and other internal fixation no loosening. There was no significant difference in operative time, the recovery of neurological function between the two groups (P > 0.05). Perioperative blood loss volume and postoperative drainage volume of treatment group was less than that of control group (P < 0.01). And in Denis classification of lumbar and back pain, the treatment group recovered more quickly, and the residual pain of lumbar and back was less than that of control group (P < 0.01). Postoperative posterior salient and compression of anterior border of vertebral body improved in two groups (P < 0.01), there was no significant difference in degree of improvement between two groups (P > 0.05); but both loss existed at final follow-up (P < 0.01), there was no significant difference in loss of posterior salient between two groups (P > 0.05). In the treatment group, the loss of rectify of anterior border of vertebral body existed, but it was less than that of the control group.
Conclusion: 
In the premise of strict controlling surgery indications, the treatment of thoracolumbar fractures with single-segment pedicle screw fixation through the gap of paraspinal muscles, can effectively recover the height of vertebral body and rectify posterior salient, and reduce the fixed segment. Compared with the traditional operative method of double-segment pedicle screw fixation through the stripping of paraspinal muscle, it can obviously reduce the operation wound and the bleeding, lessen the pain of lumbar and back. And the recent clinical effect is satisfied."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
24563980,Treatment of thoracolumbar burst fractures: short-segment pedicle instrumentation versus kyphoplasty.,2013,1,1,Acta orthopaedica Belgica,0001-6462,79,6,718-25,"Zhang, Lei and Zou, Jun and Gan, Minfeng and Shi, Jinhui and Li, Jigang and Yang, Huilin",https://www.ncbi.nlm.nih.gov/pubmed/24563980,eng,,,"Unlabelled: 
The management of amyelic thoracolumbar burst fractures remains controversial. In this study, we compared the clinical efficacy of percutaneous kyphoplasty (PKP) and short-segment pedicle instrumentation (SSPI). Twenty-three patients were treated with PKP, and 25 patients with SSPI. They all presented with Type A3 amyelic thoracolumbar fractures. Clinical outcomes were evaluated by a Visual Analog Scale (VAS) and Oswestry Disability Index (ODI) preoperatively, postoperatively, and at two years follow-up. Radiographic data including the anterior and posterior vertebral body height, kyphotic angle, as well as spinal canal compromise was also evaluated. The patients in both groups were similar regarding age, bone mineral density (BMD), follow-up period, severity of the deformity and fracture. Blood loss, operation time, and bed-rest time were less in the PKP group. VAS, ODI score improved more rapidly after surgery in the PKP group. No significant difference was found in VAS and ODI scores between the two groups at final follow-up (p > 0.05). Meanwhile, the height of anterior vertebrae (Ha), the height of posterior vertebrae (Hp) and the kyphosis angle showed significant improvement in each group (p < 0.05). The postoperative improvement in spinal canal compromise was not statistically significant in the PKP group (p > 0.05); there was a significant improvement in the SSPI group (p < 0.05). Moreover, these postoperative radiographic assessments showed significant differences between the two groups regarding the improvement of canal compromise (p < 0.05). At final follow-up, remodeling of spinal canal compromise was detected in both groups.
Conclusion: 
Both PKP and SSPI appeared as effective and reliable operative techniques for selected amyelic thoracolumbar fractures in the short-term. PKP had a significantly smaller blood loss and shorter bed-rest time, but SSPI provided a better reduction. Long-time studies should be conducted to support these clinical outcomes."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
29113901,Efficacy of Using Intermediate Screws in Short-Segment Fixation for Thoracolumbar Fractures: A Meta-Analysis of Randomized Controlled Trials.,2018,1,1,World neurosurgery,1878-8750,110,,e271-e280,"Tong, Min-Ji and Tang, Qian and Wang, Cheng-Gui and Xiang, Guang-Heng and Chen, Qi and Xu, Hua-Zi and Tian, Nai-Feng",https://www.ncbi.nlm.nih.gov/pubmed/29113901,eng,,,"Background: 
Some studies have reported that the conventional intersegmental pedicle screws (4-screw fixation [4S]) device for thoracolumbar fractures was associated with inadequate reduction of fractured vertebrae, insufficient correction of kyphosis, and implant failure. Recently, a series of biomechanical studies has confirmed that the addition of intermediate fixation screws (6-screw fixation [6S]) could provide stronger fixation and better reduction of fractured vertebrae. Nevertheless, the clinical and radiologic efficacy of the additional intermediate screws remains unclear.
Methods: 
A meta-analysis of randomized controlled trials was used to compare clinical and radiologic outcomes and complications of posterior pedicle screws combined with intermediate screws fixation versus conventional intersegmental pedicle screw fixation. We comprehensively searched MEDLINE, OVID, and Springer according to a search strategy, selecting articles based on inclusion criteria, and extracted data from these reports. Risk of bias in included studies was assessed. Pooled estimates and corresponding 95% confidence intervals were calculated.
Results: 
Six randomized controlled trials involving 310 patients were evaluated in this meta-analysis. Pooled estimates showed statistically similar baseline characteristics, hospital stays, postoperative visual analog scale scores, and infection rates between the 4S group and the 6S group. The 6S group had significantly less correction loss of segmental angle and of anterior vertebral height compression, and lower implant failure rate. The 6S group also showed a slightly longer operative time and more blood loss than did the 4S group.
Conclusions: 
Based on our analysis, the combined intermediate screws fixation technique was associated with significantly improved radiologic outcomes but did not seem to compromise other perioperative outcomes."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
28803178,Treatment of Unstable Thoracolumbar Fractures: Does Fracture-Level Fixation Accelerate the Bone Healing?,2017,1,1,World neurosurgery,1878-8750,107,,362-370,"Özbek, Zühtü and Özkara, Emre and Önner, Hasan and Baş, Gültekin and Erman, İpek Canan and Özen, Hülya and Entok, Emre and Arslantaş, Ali",https://www.ncbi.nlm.nih.gov/pubmed/28803178,eng,,,"Objective: 
To investigate the effect of fusion on short segment including fractured level (SSIFL) and long segment (LS) transpedicular fixation after acute thoracolumbar junction burst fractures. The 2-year clinical and radiologic follow-up results of the 2 groups also were compared.
Methods: 
Seventy-four patients were randomized into one of 2 groups: SSIFL (n = 39) or LS (n = 35). The SSIFL group included one level above and one level below, including the fracture level, whereas the LS group included 2 levels above and 2 levels below, excluding the fracture level, for the transpedicular fixation. Fusion was assessed by technetium 99m-methylendiphosphonate, bone scintigraphy, and single-photon emission computed tomography. The 2-year follow-up results were compared clinically (Oswestry Disability Index and visual analog scale) and radiologically (kyphosis angle, sagittal index, anterior vertebral body height loss) at regular intervals. The clinical scores and radiologic parameters of patients with and without fusion also were compared.
Results: 
The number of patients with fusion was significantly greater in the SSIFL group compared with the LS group. There was a significant reduction of the clinical scores of patients who had fusion compared with the fusion-free group; however, there was no radiologically significant difference. Furthermore, there was no significant difference between the SSIFL and LS groups in terms of the 2-year radiologic and clinical follow-up results.
Conclusions: 
Fusion occurred sooner and patients experienced earlier clinical recovery in the SSIFL group compared with the LS group."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
28777064,Is fusion necessary for thoracolumbar burst fracture treated with spinal fixation? A systematic review and meta-analysis.,2017,1,1,Journal of neurosurgery. Spine,1547-5646,27,5,584-592,"Diniz, Juliete M and Botelho, Ricardo V",https://www.ncbi.nlm.nih.gov/pubmed/28777064,eng,,,"OBJECTIVE Thoracolumbar fractures account for 90% of spinal fractures, with the burst subtype corresponding to 20% of this total. Controversy regarding the best treatment for this condition remains. The traditional surgical approach, when indicated, involves spinal fixation and arthrodesis. Newer studies have brought the need for fusion associated with internal fixation into question. Not performing arthrodesis could reduce surgical time and intraoperative bleeding without affecting clinical and radiological outcomes. With this study, the authors aimed to assess the effect of fusion, adjuvant to internal fixation, on surgically treated thoracolumbar burst fractures. METHODS A search of the Medline and Cochrane Central Register of Controlled Trials databases was performed to identify randomized trials that compared the use and nonuse of arthrodesis in association with internal fixation for the treatment of thoracolumbar burst fractures. The search encompassed all data in these databases up to February 28, 2016. RESULTS Five randomized/quasi-randomized trials, which involved a total of 220 patients and an average follow-up time of 69.1 months, were included in this review. No significant difference between groups in the final scores of the visual analog pain scale or Low Back Outcome Scale was detected. Surgical time and blood loss were significantly lower in the group of patients who did not undergo fusion (p < 0.05). Among the evaluated radiological outcomes, greater mobility in the affected segment was found in the group of those who did not undergo fusion. No significant difference between groups in the degree of kyphosis correction, loss of kyphosis correction, or final angle of kyphosis was observed. CONCLUSIONS The data reviewed in this study suggest that the use of arthrodesis did not improve clinical outcomes, but it was associated with increased surgical time and higher intraoperative bleeding and did not promote significant improvement in radiological parameters."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
28641907,Is fusion superior to non-fusion for the treatment of thoracolumbar burst fracture? A systematic review and meta-analysis.,2017,1,1,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,0949-2658,22,5,828-833,"Lan, Tao and Chen, Yang and Hu, Shi-Yu and Li, Ao-Lin and Yang, Xin-Jian",https://www.ncbi.nlm.nih.gov/pubmed/28641907,eng,,,"Objective: 
The purpose of this meta-analysis was to compare the efficacy and safety between patients with thoracolumbar burst fracture who underwent posterior fixation alone (non-fusion) and supplemented with fusion.
Methods: 
A comprehensive search of related literature was performed in PubMed, Embase and the Cochrane library. Clinical outcomes (LBOS and VAS), surgical outcomes (operation time, blood loss, hospital stay and perioperative complications), and radiographic outcomes (kyphotic angle, decreased vertebral body height and segmental motion) were assessed in the meta-analysis. Data analysis was conducted with RevMan 5.3 software.
Results: 
Five RCTs and three retrospective studies including a total of 445 cases were identified. We found that there was no significant difference in terms of LBOS, VAS, implant-related complications, kyphotic and VBH parameters. However, there was a significant difference regarding blood loss, operation time, segmental motion and donor site pain between fusion and non-fusion.
Conclusion: 
This meta-analysis demonstrated that posterior fixation alone could achieve satisfactory clinical and radiological results in treating thoracolumbar burst fracture. Moreover, posterior fixation without fusion was superior to additional fusion with less blood loss, shorter operation time, better segmental motion and lower donor site pain."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
28343026,Comparison of unilateral versus bilateral pedicle screw fixation at the level of fracture using posterior short-segment pedicle instrumentation in the treatment of severe thoracolumbar burst fractures.,2017,1,1,"International journal of surgery (London, England)",1743-9159,41,,50-55,"Sun, Chao and Liu, Xinhui and Tian, Jiwei and Guan, Guoping and Zhang, Hailong",https://www.ncbi.nlm.nih.gov/pubmed/28343026,eng,,,"Background: 
Thoracolumbar burst fractures (TBFs) are often followed by bilateral pedicle screw fixation (BPSF) at the level of fracture using posterior short-segment pedicle instrumentation (SSPI). There has been increasing support for unilateral pedicle screw fixation (UPSF) in an attempt to reduce complications and costs. The aim of this study was to compare the clinical and radiologic results of UPSF versus BPSF at the level of fracture using SSPI in the treatment of severe TBFs.
Methods: 
The records of 42 consecutive patients with severe TBFs who underwent SSPI were divided into 2 groups according to the number of screws in the fracture level, including 20 patients (five screws) in UPSF group and 22 patients (six screws) in BPSF. Different clinical and radiological parameters were recorded before surgery, after surgery, and 1.5 years after operation. The patients'clinical outcomes were assessed using visual analog scale (VAS), and Oswestry Disability Index (ODI). For radiological evaluation, changes in local kyphosis angle (LKA), vertebral wedge angle (VWA), and anterior vertebral height (AVH) were investigated using plain radiographs.
Results: 
Mean follow-up was 18.3 months for UPSF group and 19.0 months for BPSF group (P > 0.05). There were no significant differences in the age, gender, fracture type and site in both groups. Radiologically, no statistically difference was observed between the two groups in corrected rate of LKA, VWA, or AVH(all P > 0.05). With respect to clinical variants including VAS and ODI scores, there were also no significant differences. However, the UPSF group seemed to have advantages over BPSF group in operative time, blood loss, postoperative drainage, hospitalization time (P > 0.05). Especially, implant cost for the BPSF group was 22% greater than the UPSF group. No serious complications occurred in our study. In all cases, fusions healed well and no revision surgery was performed for loss of correction or failure of instrumentation during follow-up.
Conclusions: 
The present study is the first to demonstrate that patients undergoing SSPI with UPSF as compared with BPSF for the treatment of severe TBFs had similar clinical and radiologic outcomes."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true} | RAYYAN-LABELS: РИ?"
27541493,Treatment of unstable thoracolumbar junction fractures: short-segment pedicle fixation with inclusion of the fracture level versus long-segment instrumentation.,2016,10,1,Acta neurochirurgica,0942-0940,158,10,1883-9,"Dobran, Mauro and Nasi, Davide and Brunozzi, Denise and di Somma, Lucia and Gladi, Maurizio and Iacoangeli, Maurizio and Scerrati, Massimo",https://www.ncbi.nlm.nih.gov/pubmed/27541493,eng,,,"Background: 
The surgical management of thoracolumbar burst fractures frequently involves posterior pedicle screw fixation. However, the application of short- or long-segment instrumentation is still controversial. The aim of this study was to compare the outcome of the short-segment fixation with inclusion of the fracture level (SSFIFL) versus the traditional long-segment fixation (LSF) for the treatment of unstable thoracolumbar junction fractures.
Methods: 
From December 2009 to February 2014, 60 patients with unstable thoracolumbar junction fractures (T11-L2) were divided into two groups according to the number of instrumented levels. Group 1 included 30 patients treated by SSFIFL (six-screw construct including the fracture level). Group 2 included 30 patients treated by LSF (eight-screw construct excluding the fracture level). Local kyphosis angle (LKA), anterior body height (ABH), posterior body height (PBH), ABH/PBH ratio of fractured vertebra, and Asia Scale Impairment Scale were evaluated.
Results: 
The two groups were similar in regard to age, sex, trauma etiology, fracture level, fracture type, neurologic status, pre-operative LKA, ABH, PBH, and ABH/PBH ratio and follow-up (p > 0.05). Reduction of post-traumatic kyphosis (assessed with LKA) and restoration of fracture-induced wedge shape of the vertebral body (assessed with ABH, PBH, and ABH/PBH ratio) at post-operative period were not significantly different between group 1 and group 2 (p = 0.234; p = 0.754). There was no significant difference between the two groups in term of correction loss at the last follow-up too (LKA was 15.97° ± 5.62° for SSFIFL and 17.76° ± 11.22° for LSF [p = 0.427]). Neurological outcome was similar in both groups.
Conclusions: 
Inclusion of fracture level in a short-segment fixation for a thoracolumbar junction fractures results in a kyphosis correction and in a maintenance of the sagittal alignment similar to a long-segment instrumentation. Finally, this technique allowed us to save two or more segments of vertebral motion."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true} | RAYYAN-LABELS: РИ?"
27028069,Conservative versus operative treatment for thoracolumbar burst fractures without neurologic deficit.,2016,1,15,Medwave,0717-6384,16,,e6383,"Avilés, Carolina and Flores, Sebastián and Molina, Marcelo",https://www.ncbi.nlm.nih.gov/pubmed/27028069,engspa,,,"Thoracolumbar burst fractures account for up to 17% of major spinal fractures. Both conservative and operative treatments are widely used in clinical practice to manage thoracolumbar burst fractures. Previous studies showed good functional results with both treatments, but surgical approach has been associated with higher cost and risks of causing unnecessary adverse effects. Searching in Epistemonikos database, which is maintained by screening 30 databases, we identified 14 systematic reviews including 25 randomized trials. We combined the evidence using meta-analysis and generated a summary of findings table following the GRADE approach. We concluded that operative treatment may decrease the risk of neurologic impairment, but in turn, could increase the risk of general complications. It is unclear whether there are differences in pain reduction, improvement in function and quality of life, need for subsequent surgery or radiographic progression of kyphosis in both groups."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
26414835,Comparison of Anterior Versus Posterior Approach in the Treatment of Thoracolumbar Fractures: A Systematic Review.,2015,1,1,International surgery,0020-8868,100,6,1124-33,"Zhu, Qicong and Shi, Fengchao and Cai, Weihua and Bai, Jianling and Fan, Jin and Yang, Huilin",https://www.ncbi.nlm.nih.gov/pubmed/26414835,eng,,,"Despite extensive research on thoracolumbar fractures, controversy still exists about which approach is the most appropriate. Lack of evidence-based practice may result in patients being treated inappropriately. The objective of study was to perform a systematic review of the effectiveness of the anterior and posterior approaches in the treatment of thoracolumbar fractures. We conducted searches of PubMed and the Cochrane Library, searching for relevant trials up to August 2013 that compared anterior and posterior for the treatment of thoracolumbar fractures. The key words ""anterior,"" ""posterior,"" ""thoracolumbar fracture,"" ""CCT,"" and ""RCT"" were used. We assessed all included literature by using the Cochrane handbook (version 5.1). The results were expressed as the mean difference for continuous outcomes and risk difference for dichotomous outcomes, with a 95% confidence interval, using RevMan version 5.2. There were 3 randomized controlled trials and 11 clinical controlled trials included. The meta-analysis showed no significant difference between groups regarding Cobb angle, the Frankel scale, ASIA/JOA motor score, complications, and number of patients returning to work. Compared with the anterior approach, the posterior approach demonstrated superior canal decompression. In the burst fracture subgroup, operative times were significantly shorter and perioperative blood loss was less in the posterior approach group. The posterior approach is more effective for canal decompression, operative times, and perioperative blood loss. However, because of the lack of randomized controlled trials, and because of large sample size studies, heterogeneity was significant between reports. The optimal treatment for thoracolumbar fractures requires further study."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
25842559,Analysis of surgical approaches for unstable thoracolumbar burst fracture: minimum of five year follow-up.,2015,1,1,JPMA. The Journal of the Pakistan Medical Association,0030-9982,65,2,201-5,"Wang, Jinfeng and Liu, Ping",https://www.ncbi.nlm.nih.gov/pubmed/25842559,eng,,,"Objectives: 
To evaluate and compare the long-term outcome of unstable thoracolumbar burst fractures treated using anterior, posterior or combined anterior and posterior approaches.
Methods: 
The prospective randomised controlled study was conducted at the Tianjin 4th Centre Hospital, Tianjin, China, and comprised patients of unstable thoracolumbar burst fracture operated between July 2004 and July 2006 and followed up for five years. The patients were divided randomly into three groups of anterior, posterior and combined anterior and posterior approaches. Clinical data was analysed using SPSS 17.
Results: 
Of the 66 cases in the study, 45 (68.18%) were male and 21 (31.8%) were female, with overall age ranging from 19 to 69 years. There were 22 (33.3%) patients in the anterior group, 23 (35%) in the posterior group, and 21 (32%) in the combined anterior and posterior group. Comparison was made between two respective groups. The combined group was found to have the longest operation time (p < 0.02; p < 0.01, respectively), larger blood loss (p < 0.006; p < 0.005, respectively), longer hospital stay (p < 0.01; p < 0.003, respectively) and higher hospitalisation costs (p < 0.004; p < 0.001, respectively). The postoperative kyphotic angle was significantly smaller than preoperative one in all groups (p < 0.01; p < 0.02; p < 0.01).
Conclusion: 
The anterior approach or combined anterior and posterior approach were better options in managing unstable thoracolumbar burst fracture, while the latter should be used only for the burst fracture with a significant posterior column injury."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
25150769,Minimally invasive spinal surgery for the treatment of traumatic thoracolumbar burst fractures.,2015,1,1,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,1532-2653,22,1,42-7,"Oh, Taemin and Scheer, Justin K and Fakurnejad, Shayan and Dahdaleh, Nader S and Smith, Zachary A",https://www.ncbi.nlm.nih.gov/pubmed/25150769,eng,,,"The optimum management of traumatic thoracolumbar burst fractures is cause for much debate in the literature. Although minimally invasive surgery (MIS) approaches are increasingly used in the management of degenerative spinal pathology, their role in treating burst fractures is unknown. Assessing the level of evidence (LOE) for use of MIS approaches in vertebral burst fractures may impart better understanding of how to integrate MIS in the treatment schema for these fractures. A comprehensive literature review was conducted using MEDLINE for all articles published on traumatic thoracolumbar burst fractures through to July 2013. LOE was assigned according to the standards set forth by the Journal of Clinical Orthopaedics and Related Research and the Oxford Centre for Evidence Based Medicine. Full texts were reviewed to select only those articles discussing MIS approaches as a treatment modality. A total of 501 articles met both inclusion and exclusion criteria, and 403 of those were published within the past two decades. Among those, 35 articles detailed the use of MIS approaches in the management of traumatic thoracolumbar burst fractures. Only three studies provided high LOE: one level 1 study and two level 2 studies. Thirteen studies described the use of vertebroplasty or kyphoplasty, but all were level 4 or level 5 studies. Currently, the LOE for utilization of MIS approaches to manage traumatic thoracolumbar burst fractures is low. Further work in the form of prospective randomized controlled trials is needed to ascertain how MIS may be integrated into the treatment scheme for thoracolumbar burst fractures."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
24919003,Dynamic compared to rigid fixation in lumbar spine: a systematic review.,2014,1,1,Revista da Associacao Medica Brasileira (1992),0104-4230,60,2,151-5,"Botelho, Ricardo Vieira and Bastianello, Rafael and Albuquerque, Luciana DiniGianini de and Bernardo, Wanderley Marques",https://www.ncbi.nlm.nih.gov/pubmed/24919003,eng,,,"Objective: 
The objective of this review is to reveal the quality of published data and the effect size of DPFs compared to rigid fixation in lumbar spine.
Summary of background data: 
since 2002, several dynamic pedicle fixation (DPF) systems have been developed with the aim to stabilize the spine without the undesirable effects of rigid lumbar spine fixation. Nearly ten years later, there are several studies on these dynamic systems.
Methods: 
A systematic review was done in MEDLINE/PubMED, Embase, Cochrane Central Register of Randomized Trials and Google Scholar to assess the quality of published literature and the available studied outcomes in randomized controlled trials of DPF.
Results: 
Only three papers described randomized trials studying DPF. One of them focused on protection of adjacent level disease provided by DPF.
Conclusion: 
It was not possible to reveal any evidence for benefits using DPF compared to rigid fixation in surgery for lumbar spine."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
24890141,KumaFix fixation for thoracolumbar burst fractures: a prospective study on selective consecutive patients.,2014,1,1,Chinese medical journal,0366-6999,127,11,2001-6,"Yan, Liang and Guo, Hua and Xu, Zhengwei and Liu, Tuanjiang and Wang, Xiaodong and He, Baorong and Hao, Dingjun",https://www.ncbi.nlm.nih.gov/pubmed/24890141,eng,,,"Background: 
Short-segment U-shaped pedicle screw fixation has been widely used to treat thoracolumbar burst fracture. Some studies have reported the disadvantages of traditional U-shaped pedicle screw, which included a relatively high rate of adjacent segment degeneration and screw failure, including screw pullout and breakage. The purpose of this study was to assess the efficacy of open reduction and fixation using KumaFix fixation system in treatment of thoracolumbar burst fractures.
Methods: 
From June 2011 to June 2012, 45 consecutive patients with thoracolumbar burst fractures were enrolled. They were randomly assigned to treatment with KumaFix (the treatment group, n = 23) or traditional U-shaped pedicle screw (the control group, n = 22). The patients were followed up postoperatively and were assessed with regard to radiologic and clinical outcomes. Radiologic outcomes were assessed mainly on the basis of Cobb angle and vertebral wedge angle. Clinical outcomes were evaluated mainly with use of Visual Analog Scale (VAS) for pain and the Oswestry Disability Index (ODI) Questionnaire.
Results: 
All patients were followed up from 9 to 22 months. There were no significant differences between the two groups with regard to preoperative indices. The operation time in the treatment group was significantly lower than that in the control group. Preoperative Cobb angles and vertebral wedge angles in two groups were significantly decreased after surgery, and these have been well maintained at the last follow-up with mild correction losses. The results of clinical outcome showed lower VAS and ODI scores in two groups compared with those preoperative, and the treatment group had greater improvement on the ODI compared with the control group at the last follow-up.
Conclusions: 
Compared with traditional U-shaped pedicle screw, KumaFix fixation system can achieve gradual, controlled reduction, provide enough space for bone implantation, and avoid acceleration of adjacent segment degeneration. It is an effective and reliable technique to treat thoracolumbar burst fractures."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true} | RAYYAN-LABELS: Специальные методы"
24358996,Treatment of thoracolumbar trauma by short-segment percutaneous transpedicular screw instrumentation: prospective comparative study with a minimum 2-year follow-up.,2014,1,1,Journal of neurosurgery. Spine,1547-5646,20,2,150-6,"Vanek, Petr and Bradac, Ondrej and Konopkova, Renata and de Lacy, Patricia and Lacman, Jiri and Benes, Vladimir",https://www.ncbi.nlm.nih.gov/pubmed/24358996,eng,,,"Object: 
The main aim of this study was to compare clinical and radiological outcomes after stabilization by a percutaneous transpedicular system and stabilization from the standard open approach for thoracolumbar spine injury.
Methods: 
Thirty-seven consecutive patients were enrolled in the study over a period of 16 months. Patients were included in the study if they experienced 1 thoracolumbar fracture (A3.1-A3.3, according to the AO/Magerl classification), had an absence of neurological deficits, had no other significant injuries, and were willing to participate. Eighteen patients were treated by short-segment, minimally invasive, percutaneous pedicle screw instrumentation. The control group was composed of 19 patients who were stabilized using a short-segment transpedicular construct, which was performed through a standard midline incision. The pain profile was assessed by a visual analog scale (VAS), and overall satisfaction by a simple 4-stage scale relating to performance of daily activities. Working ability and return to original occupation were also monitored. Radiographic follow-up was defined by the vertebral body index (VBI), vertebral body angle (VBA), and bisegmental Cobb angle. The accuracy of screw placement was examined using CT.
Results: 
The mean surgical duration in the percutaneous screw group was 53 ± 10 minutes, compared with 60 ± 9 minutes in the control group (p = 0.032). The percutaneous screw group had a significantly lower perioperative blood loss of 56 ± 17 ml, compared with 331 ± 149 ml in the control group (p < 0.001). Scores on the VAS in patients in the percutaneous screw group during the first 7 postoperative days were significantly lower than those in the control group (p < 0.001). There was no significant difference between groups in VBI, VBA, and Cobb angle values during follow-up. There was no significant difference in screw placement accuracy between the groups and no patients required surgical revision. There was no significant difference between groups in overall satisfaction at the 2-year follow-up (p = 0.402). Working ability was insignificantly better in the percutaneous screw group; previous working position was achieved in 17 patients in this group and in 12 cases in the control group (p = 0.088).
Conclusions: 
This study confirms that the percutaneous transpedicular screw technique represents a viable option in the treatment of preselected thoracolumbar fractures. A significant reduction in blood loss, postoperative pain, and surgical time were the main advantages associated with this minimally invasive technique. Clinical, functional, and radiological results were at least the same as those achieved using the open technique after a 2-year follow-up. The short-term benefits of the percutaneous transpedicular screw technique are apparent, and long-term results have to be studied in other well-designed studies evaluating the theoretical benefit of the percutaneous technique and assessing whether the results of the latter are as durable as the ones achieved by open surgery."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
