"189.
","    Вентиляция, отопление, кондиционирование воздуха, теплоснабжение и строительная теплофизика
     ","1609-7483
","   05.23.03 – Теплоснабжение, вентиляция, кондиционирование воздуха, газоснабжение и освещение (технические науки)
    с 28.12.2018
   "
"190.
","           Верхневолжский филологический вестник
   ","2499-9679
","           10.01.01 – Русская литература (филологические науки) 10.01.10 – Журналистика (филологические науки), 10.02.01 – Русский язык (филологические науки), 10.02.04 – Германские языки (филологические науки), 10.02.05 – Романские языки (филологические науки), 10.02.19 – Теория языка
   с 28.12.2018
          
              (филологические науки),
24.00.01 – Теория и история культуры (искусствоведение)
              "
"191.
","Вести высших учебных заведений Черноземья
","1815-9958
","05.13.01 – Системный анализ, управление и обработка информации (по отраслям) (технические науки), 05.14.01 –Энергетические системы и комплексы (технические науки), 05.14.02 – Электрические станции и электроэнергетические системы (технические науки),
05.14.08 – Энергоустановки на основе возобновляемых видов энергии (технические науки)
с 26.03.2019
              "
"192.
","Вестник Авиценны (Паёми Сино)
","2074-0581
","14.01.01 – Акушерство и гинекология (медицинские науки),
14.01.12 – Онкология (медицинские науки),
14.01.14 – Стоматология (медицинские науки),
14.01.17 – Хирургия (медицинские науки),
14.01.18 – Нейрохирургия (медицинские науки),
14.01.20 – Анестезиология и реаниматология (медицинские науки), 14.01.31 – Пластическая хирургия (медицинские науки),
14.02.01 – Гигиена (медицинские науки),
14.02.02 – Эпидемиология (медицинские науки),
14.03.01 – Анатомия человека (медицинские науки),
14.03.03 – Патологическая физиология (медицинские науки)
с 28.12.2018
              "
"193.
","Вестник аграрной науки
","2587-666Х
","06.01.01 – Общее земледелие, растениеводство (сельскохозяйственные науки), 06.01.05 – Селекция и семеноводство сельскохозяйственных растений (сельскохозяйственные науки), 06.01.07 – Защита растений (сельскохозяйственные науки), 06.02.01 – Диагностика болезней и терапия животных, патология, онкология и морфология животных (ветеринарные науки),
06.02.07 – Разведение селекция и генетика сельскохозяйственных животных (сельскохозяйственные науки),
06.02.10 – Частная зоотехния, технология производства продуктов животноводства (сельскохозяйственные науки), 08.00.05 – Экономика и управление
с 12.02.2019
   
                 народным хозяйством (по отраслям и сферам деятельности) (экономические науки)
       "
"194.
","Вестник аграрной науки Дона
  ","2075-6704
","05.14.08 – Энергоустановки на основе возобновляемых видов энергии (технические науки),
05.20.01 – Технологии и средства механизации сельского хозяйства (технические науки),
05.20.02 – Электротехнологии и электрооборудование в сельском хозяйстве (технические науки), 05.20.03 – Технологии и средства технического обслуживания в сельском хозяйстве (технические науки), 05.26.01 – Охрана труда (по отраслям) (технические науки)
  с 28.12.2018
     "
"195.
","             Вестник Адыгейского государственного университета, серия «Естественно- математические и технические науки»
    ","2410-3225
","             01.01.07 – Вычислительная математика (физико-математические науки), 05.13.01 – Системный анализ, управление и обработка информации (по отраслям) (технические науки), 05.13.11 – Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей (технические науки)
   с 28.12.2018
                 "
"196.
","        Вестник Адыгейского государственного университета, серия «Педагогика и психология»
     ","2410-3004
","       13.00.01 – Общая педагогика, история педагогики и образования (педагогические науки),
13.00.08 – Теория и методика профессионального образования (педагогические науки)
    с 28.12.2018
       "
"197.
","        Вестник Адыгейского государственного университета, серия «Регионоведение: философия, история, социология, юриспруденция, политология, культурология»
  ","2410-3691
","        07.00.02 – Отечественная история (исторические науки),
07.00.07 – Этнография, этнология и антропология (исторические науки), 07.00.15 – История международных отношений и внешней политики (исторические науки),
22.00.04 – Социальная структура, социальные институты и процессы (социологические науки),
22.00.06 – Социология культуры (социологические науки),
22.00.08 – Социология управления (социологические науки),
24.00.01 – Теория и история культуры (философские науки)
  с 28.12.2018
             "
"198.
","            Вестник Адыгейского государственного университета, серия «Филология и искусствоведение»
     ","2410-3489
","            10.01.02 – Литература народов Российской Федерации (с указанием конкретной литературы или группы литератур) (филологические науки) 10.01.08 – Теория литературы. Текстология (филологические науки),
    с 28.12.2018
          
           10.01.09 – Фольклористика (филологические науки),
10.02.02 – Языки народов Российской Федерации (с указанием конкретного языка или языковой семьи) (филологические науки),
10.02.20 – Сравнительно-историческое типологическое и сопоставительное языкознание (филологические науки), 17.00.02 – Музыкальное искусство (искусствоведение),
17.00.09 – Теория и история искусства (искусствоведение)
        "
"199.
"," Вестник Адыгейского государственного университета, серия «Экономика»
    ","2410-3683
"," 08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки)
   с 28.12.2018
     "
"200.
","                Вестник Академии военных наук
     ","2073-8641
","               20.00.00 – Военные науки (военные науки)
    с 26.03.2019
               "
"201.
","   Вестник Академии знаний
   ","2304-6139
","  08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
08.00.10 – Финансы, денежное обращение и кредит (экономические науки)
   с 28.12.2018
   "
"202.
","                Вестник академии медицинских наук Таджикистана
  ","2221-7355
","                14.01.01 – Акушерство и гинекология (медицинские науки),
14.01.03 – Болезни уха, горла и носа (медицинские науки),
14.01.10 – Кожные и венерические болезни (медицинские науки), 14.01.12 – Онкология (медицинские науки),
14.01.14 – Стоматология (медицинские науки),
14.01.17 – Хирургия (медицинские науки),
14.01.19 – Детская хирургия (медицинские науки), 14.01.28 – Гастроэнторология (медицинские науки)
  с 28.12.2018
                     "
"203.
","    Вестник Академии наук Республики Башкортостан
     ","1728-5283
","    07.00.02 – Отечественная история (исторические науки),
07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки),
07.00.15 – История международных отношений и внешней политики (исторические науки),
25.00.01 – Общая и региональная геология (геолого-минералогические
    с 28.12.2018
  
           науки),
25.00.07 – Гидрогеология (геолого- минералогические науки),
25.00.09 – Геохимия, геохимические методы поисков полезных ископаемых (геолого-минералогические науки), 25.00.11 – Геология, поиски и разведка твердых полезных ископаемых, минерагения (геолого- минералогические науки),
25.00.12 – Геология, поиски и разведка нефтяных и газовых месторождений (геолого-минералогические науки), 25.00.17 – Разработка и эксплуатация нефтяных и газовых месторождений (технические науки),
25.00.36 – Геоэкология (по отраслям) (геолого-минералогические науки)
        "
"204.
","    Вестник Академии наук Чеченской Республики
     ","2076-2348
","   01.01.02 – Дифференциальные уравнения, динамические системы и оптимальное управление (физико- математические науки),
07.00.02 – Отечественная история (исторические науки),
07.00.06 – Археология (исторические науки),
07.00.07 – Этнография, этнология и антропология (исторические науки), 07.00.10 – История науки и техники (географические науки),
07.00.10 – История науки и техники (геолого-минералогические науки)
    с 28.12.2018
   "
"205.
","Вестник Академии права и управления
  ","2074-9201
","08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.09 – Уголовный процесс (юридические науки),
12.00.13 – Информационное право (юридические науки)
  с 28.12.2018
     "
"206.
","  Вестник Академии Русского балета им. А.Я.Вагановой
     ","1681-8962
"," 17.00.01 – Театральное искусство (искусствоведение),
17.00.02 – Музыкальное искусство (искусствоведение),
17.00.05 – Хореографическое искусство (искусствоведение),
   с 28.12.2018

              17.00.09 – Теория и история искусства (искусствоведение)
               "
"207.
","Вестник Алтайского
 государственного аграрного
 университета
","1996-4277
","05.20.01 – Технологии и средства механизации сельского хозяйства (технические науки),
05.20.02 – Электротехнологии и электрооборудование в сельском хозяйстве (технические науки),
05.20.03 – Технологии и средства технического обслуживания в сельском хозяйстве (технические науки), 06.01.01 – Общее земледелие, растениеводство (сельскохозяйственные науки), 06.01.02 – Мелиорация, рекультивация и охрана земель (сельскохозяйственные науки),
06.01.04 – Агрохимия (сельскохозяйственные науки), 06.01.05 – Селекция и семеноводство сельскохозяйственных растений (сельскохозяйственные науки),
06.02.01 – Диагностика болезней и терапия животных, патология, онкология и морфология животных (ветеринарные науки),
06.02.02 – Ветеринарная микробиология, вирусология, эпизоотология, микология с микотоксикологией и иммунология (ветеринарные науки),
06.02.04 – Ветеринарная хирургия (ветеринарные науки),
06.02.08 – Кормопроизводство, кормление сельскохозяйственных животных и технология кормов (сельскохозяйственные науки), 06.02.10 – Частная зоотехния, технология производства продуктов животноводства (сельскохозяйственные науки)
с 12.02.2019
              "
"208.
","Вестник Алтайской академии экономики и права
","1818-4057
","08.00.01 – Экономическая теория (экономические науки),
08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
08.00.10 – Финансы, денежное обращение и кредит (экономические науки),
08.00.12 – Бухгалтерский учет, статистика (экономические науки), 08.00.13 – Математические и инструментальные методы экономики (экономические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические
с 26.03.2019
                      
           науки),
12.00.12 – Криминалистика; судебно- экспертная деятельность; оперативно- розыскная деятельность (юридические науки)
        "
"209.
","    Вестник анестезиологии и реаниматологии
     ","2078-5658
","   14.01.20 – Анестезиология и реаниматология (медицинские науки)
    с 28.12.2018
   "
"210.
","   Вестник антропологии
   ","2311-0546
","  03.03.02 – Антропология (исторические науки),
07.00.07 – Этнография, этнология и антропология (исторические науки)
   с 12.02.2019
   "
"211.
","               Вестник АПК Ставрополья
   ","2222-9345
","               05.20.01 – Технологии и средства механизации сельского хозяйства (технические науки),
05.20.02 – Электротехнологии и электрооборудование в сельском хозяйстве (технические науки), 05.20.03 – Технологии и средства технического обслуживания в сельском хозяйстве (технические науки), 06.01.01 – Общее земледелие растениеводство (сельскохозяйственные науки), 06.01.04 – Агрохимия (сельскохозяйственные науки), 06.01.07 – Защита растений (сельскохозяйственные науки), 06.02.01 – Диагностика болезней и терапия животных, патология, онкология и морфология животных (биологические науки),
06.02.01 – Диагностика болезней и терапия животных, патология, онкология и морфология животных (ветеринарные науки),
06.02.02 – Ветеринарная микробиология, вирусология, эпизоотология, микология с микотоксикологией и иммунология (ветеринарные науки),
06.02.03 – Ветеринарная фармакология с токсикологией (биологические науки),
06.02.03 – Ветеринарная фармакология с токсикологией (ветеринарные науки), 06.02.04 – Ветеринарная хирургия (биологические науки),
06.02.04 – Ветеринарная хирургия (ветеринарные науки),
06.02.06 – Ветеринарное акушерство и биотехника репродукции животных (ветеринарные науки),
06.02.07 – Разведение селекция и генетика сельскохозяйственных
   с 28.12.2018
              
           животных (сельскохозяйственные науки),
06.02.07 – Разведение селекция и генетика сельскохозяйственных животных (биологические науки), 06.02.08 – Кормопроизводство, кормление сельскохозяйственных животных и технология кормов (сельскохозяйственные науки), 06.02.09 – Звероводство и охотоведение (сельскохозяйственные науки),
06.02.10 – Частная зоотехния, технология производства продуктов животноводства (сельскохозяйственные науки)
        "
"212.
","    Вестник арбитражной практики
     ","2223-1498
","   12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки),
12.00.15 – Гражданский процесс; арбитражный процесс (юридические науки)
    с 28.12.2018
   "
"213.
","            Вестник аритмологии
  ","1561-8641
","            14.01.04 – Внутренние болезни (медицинские науки),
14.01.05 – Кардиология (медицинские науки),
14.01.08 – Педиатрия (медицинские науки),
14.01.13 – Лучевая диагностика, лучевая терапия (медицинские науки), 14.01.26 – Сердечно-сосудистая хирургия (медицинские науки), 14.03.03 – Патологическая физиология (биологические науки)
  с 28.12.2018
                 "
"214.
","        Вестник археологии, антропологии и этнографии
     ","2071-0437
","       07.00.06 – Археология (исторические науки),
07.00.07 – Этнография, этнология и антропология (исторические науки)
    с 28.12.2018
       "
"215.
","        Вестник архивиста
  ","2073-0101
","        07.00.02 – Отечественная история (исторические науки),
07.00.03 – Всеобщая история (соответствующего периода) (исторические науки),
07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки)
  с 28.12.2018
             "
"216.
","    Вестник Ассоциации буровых подрядчиков
     ","2073-9877
","    25.00.15 – Технология бурения и освоения скважин (технические науки), 25.00.17 – Разработка и эксплуатация нефтяных и газовых месторождений (технические науки),
25.00.18 – Технология освоения морских месторождений полезных
    с 28.12.2018
  
                 ископаемых (технические науки)
       "
"217.
","           Вестник Астраханского государственного технического университета. Серия: Морская техника и технология
   ","2073-1574
","          05.08.04 – Технология судостроения, судоремонта и организация судостроительного производства (технические науки),
05.08.05 – Судовые энергетические установки и их элементы (главные и вспомогательные) (технические науки), 05.09.03 – Электротехнические комплексы и системы (технические науки),
05.22.19 – Эксплуатация водного транспорта, судовождение (технические науки)
   с 26.03.2019
           "
"218.
","               Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство
   ","2073-5529
","              03.02.06 – Ихтиология (биологические науки),
03.02.10 – Гидробиология (биологические науки),
05.18.04 – Технология мясных, молочных и рыбных продуктов и холодильных производств (технические науки),
05.18.17 – Промышленное рыболовство (технические науки),
06.04.01 – Рыбное хозяйство и аквакультура (сельскохозяйственные науки)
   с 28.12.2018
               "
"219.
","    Вестник Астраханского государственного технического университета. Серия: Управление, вычислительная техника и информатика
  ","2072-9502
","    05.12.13 – Системы, сети и устройства телекоммуникаций (технические науки),
05.13.01 – Системный анализ, управление и обработка информации (по отраслям) (технические науки,; 05.13.06 – Автоматизация и управление технологическими процессами и производствами (по отраслям) (технические науки),
05.13.10 – Управление в социальных и экономических системах (технические науки),
05.13.18 – Математическое моделирование численные методы и комплексы программ (технические науки),
05.13.19 – Методы и системы защиты информации, информационная безопасность (технические науки)
  с 26.03.2019
         "
"220.
"," Вестник Астраханского государственного технического университета. Серия: Экономика
    ","2073-5537
"," 08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
08.00.10 – Финансы, денежное обращение и кредит (экономические науки)
   с 28.12.2018
     "
"221.
","    Вестник Балтийского
     ","2500-3216
","    07.00.02 – Отечественная история
    с 28.12.2018
  
          федерального университета им. И. Канта. Серия: Гуманитарные и общественные науки
         (исторические науки),
07.00.03 – Всеобщая история (соответствующего периода) (исторические науки),
07.00.07 – Этнография, этнология и антропология (исторические науки), 07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки),
07.00.15 – История международных отношений и внешней политики (исторические науки),
08.00.01 – Экономическая теория (экономические науки),
08.00.14 – Мировая экономика (экономические науки),
12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.09 – Уголовный процесс (юридические науки)
12.00.12 – Криминалистика; судебно- экспертная деятельность; оперативно- розыскная деятельность (юридические науки)
            "
"222.
"," Вестник Балтийского федерального университета им. И. Канта. Серия: Филология, педагогика и психология
(До 25.04.2017 г. наименование в Перечне «Вестник Балтийского федерального университета
им. И. Канта» ISSN 2223-2095)
    ","2500-039Х
"," 10.01.01 – Русская литература (филологические науки),
10.01.03 – Литература народов стран зарубежья (с указанием конкретной литературы) (филологические науки), 10.01.08 – Теория литературы. Текстология (филологические науки), 10.01.10 – Журналистика (филологические науки),
10.02.01 – Русский язык (филологические науки), 10.02.04 – Германские языки (филологические науки), 10.02.19 – Теория языка (филологические науки)
   с 28.12.2018
     "
"223.
","            Вестник Башкирского государственного аграрного университета
     ","1684-7628
","            05.20.01 – Технологии и средства механизации сельского хозяйства (технические науки),
05.20.02 – Электротехнологии и электрооборудование в сельском хозяйстве (технические науки), 05.20.03 – Технологии и средства технического обслуживания в сельском хозяйстве (технические науки), 06.01.01 – Общее земледелие растениеводство (сельскохозяйственные науки), 06.01.02 – Мелиорация, рекультивация
    с 28.12.2018
          
                 и охрана земель (сельскохозяйственные науки),
06.01.04 – Агрохимия (сельскохозяйственные науки), 06.01.05 – Селекция и семеноводство сельскохозяйственных растений (сельскохозяйственные науки), 06.02.01 – Диагностика болезней и терапия животных, патология, онкология и морфология животных (ветеринарные науки),
06.02.02 – Ветеринарная микробиология, вирусология, эпизоотология, микология с микотоксикологией и иммунология (ветеринарные науки),
06.02.07 – Разведение селекция и генетика сельскохозяйственных животных (сельскохозяйственные науки),
06.02.08 – Кормопроизводство, кормление сельскохозяйственных животных и технология кормов (сельскохозяйственные науки), 06.02.10 – Частная зоотехния, технология производства продуктов животноводства (сельскохозяйственные науки)
       "
"224.
","                   Вестник Башкирского университета
   ","1998-4812
","                   01.02.04 – Механика деформируемого твердого тела (физико-математические науки),
01.02.05 – Механика жидкости, газа и плазмы (физико-математические науки),
01.02.06 – Динамика, прочность машин, приборов и аппаратуры (физико-математические науки), 02.00.02 – Аналитическая химия (химические науки),
02.00.03 – Органическая химия (химические науки),
02.00.04 – Физическая химия (химические науки),
02.00.08 – Химия элементоорганических соединений (химические науки),
02.00.10 – Биоорганическая химия (химические науки),
02.00.13 – Нефтехимия (химические науки),
02.00.15 – Кинетика и катализ (химические науки),
02.00.17 – Математическая и квантовая химия (химические науки),
10.02.01 – Русский язык (филологические науки),
10.02.02 – Языки народов Российской Федерации (с указанием конкретного языка или языковой семьи)
   с 28.12.2018
                  
                 (филологические науки),
10.02.03 – Славянские языки (филологические науки),
10.02.04 – Германские языки (филологические науки),
10.02.19 – Теория языка (филологические науки),
10.02.20 – Сравнительно-историческое типологическое и сопоставительное языкознание (филологические науки)
       "
"225.
","Вестник БГТУ им. В.Г. Шухова
  ","2071-7318
","05.02.05 – Роботы, мехатроника и робототехнические системы (технические науки),
05.02.07 – Технология и оборудование механической и физико-технической обработки (технические науки), 05.02.08 – Технология машиностроения (технические науки),
05.02.13 – Машины, агрегаты и процессы (по отраслям) (технические науки),
05.17.06 – Технология и переработка полимеров и композитов (технические науки),
05.17.11 – Технология силикатных и тугоплавких неметаллических материалов (технические науки), 05.23.01 – Строительные конструкции, здания и сооружения (технические науки),
05.23.03 – Теплоснабжение, вентиляция, кондиционирование воздуха, газоснабжение и освещение (технические науки),
05.23.05 – Строительные материалы и изделия (технические науки),
05.23.20 – Теория и история архитектуры, реставрация и реконструкция историко- архитектурного наследия (архитектура),
05.23.21 – Архитектура зданий и сооружений. Творческие концепции архитектурной деятельности (архитектура),
05.23.22 – Градостроительство, планировка сельских населенных пунктов (технические науки),
05.23.22 – Градостроительство, планировка сельских населенных пунктов (архитектура)
  с 28.12.2018
     "
"226.
"," Вестник Белгородского университета кооперации, экономики и права
    ","2223-5639
"," 08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки)
   с 28.12.2018
     "
"227.
","    Вестник биотехнологии и
     ","1996-4741
","    03.01.02 – Биофизика (биологические
    с 26.03.2019
  
                  физико-химической биологии имени Ю.А. Овчинникова
                 науки),
03.01.03 – Молекулярная биология (биологические науки),
03.01.03 – Молекулярная биология (химические науки),
03.01.04 – Биохимия (биологические науки),
03.01.06 – Биотехнология (в том числе бионанотехнологии) (биологические науки),
03.01.06 – Биотехнология (в том числе бионанотехнологии) (сельскохозяйственные науки), 03.01.06 – Биотехнология (в том числе бионанотехнологии) (химические науки),
03.01.09 – Математическая биология, биоинформатика (биологические науки),
03.02.03 – Микробиология (биологические науки),
03.02.03 – Микробиология (медицинские науки),
03.02.03 – Микробиология (сельскохозяйственные науки), 14.04.01 – Технология получения лекарств (фармацевтические науки)
                    "
"228.
","    Вестник БИСТ (Башкирского института социальных технологий)
     ","2078-9025
","   08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
23.00.01 – Теория и философия политики, история и методология политической науки (политические науки),
23.00.02 – Политические институты, процессы и технологии (политические науки),
23.00.03 – Политическая культура и идеологии (политические науки)
    с 28.12.2018
   "
"229.
","                   Вестник Брянского государственного технического университета
   ","1999-8775
","                   05.02.02 – Машиноведение, системы приводов и детали машин (технические науки),
05.02.04 – Трение и износ в машинах (технические науки),
05.02.07 – Технология и оборудование механической и физико-технической обработки (технические науки), 05.02.08 – Технология машиностроения (технические науки),
05.02.10 – Сварка, родственные процессы и технологии (технические науки),
05.02.11 – Методы контроля и диагностика в машиностроении (технические науки),
05.22.07 – Подвижной состав железных дорог, тяга поездов и электрификация
   с 26.03.2019
                  
                 (технические науки)
       "
"230.
","Вестник Брянского государственного университета
  ","2072-2087
","07.00.02 – Отечественная история (исторические науки),
07.00.03 – Всеобщая история (соответствующего периода) (исторические науки),
07.00.06 – Археология (исторические науки),
07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки),
07.00.15 – История международных отношений и внешней политики (исторические науки)
  с 28.12.2018
     "
"231.
","    Вестник Бурятского государственного университета
     ","1994-0866
","   09.00.01 – Онтология и теория познания (философские науки), 09.00.11 – Социальная философия (философские науки),
09.00.13 – Философская антропология, философия культуры (философские науки)
    с 28.12.2018
   "
"232.
","        Вестник Бурятского государственного университета. Математика, информатика
  ","2304-5728
","        01.01.01 – Вещественный, комплексный и функциональный анализ (физико-математические науки), 01.01.02 – Дифференциальные уравнения, динамические системы и оптимальное управление (физико- математические науки),
01.01.03 – Математическая физика (физико-математические науки), 01.01.05 – Теория вероятностей и математическая статистика (физико- математические науки),
01.01.07 – Вычислительная математика (физико-математические науки), 01.01.09 – Дискретная математика и математическая кибернетика (физико- математические науки),
01.02.01 – Теоретическая механика (технические науки)
  с 28.12.2018
             "
"233.
","    Вестник Бурятского государственного университета. Экономика и менеджмент
     ","2304-4446
","    08.00.01 – Экономическая теория (экономические науки),
08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
08.00.10 – Финансы, денежное обращение и кредит (экономические науки),
08.00.12 – Бухгалтерский учет, статистика (экономические науки), 08.00.13 – Математические и инструментальные методы экономики (экономические науки),
08.00.14 – Мировая экономика
    с 28.12.2018
  
                 (экономические науки)
       "
